Day,Hour,AirTem(degreeC),RH(%),PPFD(umol/m2/s),LAI,AtmPres(Pa),WSD(m/s),Isop(mg/m2/h),SWC10(m3/m3),Kc,Kc_7d
209,20,30.5446,41.5991,0.0881,3.3455,90000,2.7036,,0.2118,,0.193
209,20.5,31.0839,40.7683,0.1561,3.3457,90000,1.9275,,0.2119,,0.193
209,21,28.8535,46.4651,0.0914,3.3452,90000,0.8475,,0.2115,,0.193
209,21.5,28.7148,46.9113,0.0847,3.3454,90000,1.5643,,0.2116,,0.193
209,22,27.2905,52.4604,0.0981,3.3448,90000,1.6956,0.0281,0.2112,,0.193
209,22.5,28.1041,48.8662,0.0916,3.345,90000,1.324,0.0363,0.2113,,0.193
209,23,,,,,90000,,,,,0.193
209,23.5,26.5566,55.7914,0.0989,3.3446,90000,1.5846,0.019,0.2109,,0.193
210,0,25.3293,61.2427,0.1006,3.3441,90000,1.5599,0.0218,0.2104,,0.193
210,0.5,25.7939,59.3253,0.0983,3.3443,90000,1.4555,0.0144,0.2105,,0.193
210,1,24.2376,65.9852,0.1014,3.3437,90000,1.8114,0.0176,0.21,,0.193
210,1.5,24.6043,64.0775,0.1016,3.3439,90000,1.673,0.0213,0.2102,,0.193
210,2,23.0508,72.2537,0.0971,3.3433,90000,1.9727,,0.2096,,0.193
210,2.5,23.0109,71.1969,0.0969,3.3435,90000,1.8732,,0.2098,,0.193
210,3,22.4464,74.9687,0.0988,3.343,90000,1.8031,,0.2092,,0.193
210,3.5,22.9831,72.5819,0.1008,3.3431,90000,1.6681,,0.2094,,0.193
210,4,22.3337,75.6297,1.0066,3.3426,90000,1.7253,,0.2089,,0.193
210,4.5,22.2646,76.1792,0.1038,3.3428,90000,1.8213,,0.209,,0.193
210,5,21.882,75.7553,129.948,3.3422,90000,1.5018,,0.2085,,0.193
210,5.5,22.3876,74.9377,24.8122,3.3424,90000,1.4967,,0.2087,,0.193
210,6,22.4502,74.03,504.822,3.3419,90000,1.1748,1.1946,0.2081,,0.193
210,6.5,21.3089,77.585,307.734,3.3421,90000,1.14,,0.2083,,0.193
210,7,25.5465,63.0217,908.884,3.3415,90000,1.6262,2.0924,0.2081,,0.193
210,7.5,24.0853,68.9096,708.204,3.3417,90000,1.4647,1.3957,0.208,,0.193
210,8,,,,,90000,,,,,0.1912
210,8.5,26.8524,57.9163,1107.71,3.3413,90000,1.3017,2.3577,0.208,0.1462,0.191
210,9,29.5553,47.4198,1626.98,3.3408,90000,1.4037,4.1376,0.2082,0.117,0.1894
210,9.5,,,,,90000,,,,0.1114,0.1893
210,10,,,,,90000,,,,0.161,0.1872
210,10.5,30.4924,45.4318,1543.13,3.3406,90000,1.0274,4.0261,0.2084,0.2547,0.1881
210,11,32.5162,38.4226,1946.96,3.34,90000,0.9888,1.9481,0.2096,0.2392,0.188
210,11.5,31.4725,39.6839,1893.5601,3.3402,90000,0.9737,3.1898,0.209,0.0051,0.1877
210,12,,,,,90000,,,,0.1362,0.1865
210,12.5,33.0402,37.1334,1945.85,3.3398,90000,0.7599,3.3132,0.2099,0.0995,0.1867
210,13,,,,,90000,,,,0.0625,0.1865
210,13.5,,,,,90000,,,,0.1249,0.1868
210,14,34.751,26.7648,1411.4301,3.3389,90000,1.8126,3.3967,0.2107,0.148,0.1861
210,14.5,34.4999,26.9606,961.524,3.3391,90000,1.5173,2.3799,0.2106,0.2323,0.1872
210,15,34.6701,29.6507,842.185,3.3386,90000,2.5956,3.839,0.211,0.2324,0.1861
210,15.5,34.521,26.4836,1492.38,3.3387,90000,2.4102,5.2105,0.2109,0.148,0.1838
210,16,34.1566,26.6137,497.655,3.3382,90000,2.7994,3.9276,0.2111,0.148,0.1833
210,16.5,34.1288,30.0965,601.172,3.3384,90000,3.5187,4.2746,0.2111,0.148,0.1827
210,17,34.0777,31.5321,252.671,3.3378,90000,3.1379,2.7009,0.2113,,0.1827
210,17.5,34.1895,29.1924,428.815,3.338,90000,2.8364,5.2598,0.2112,,0.1827
210,18,33.5306,35.4351,91.365,3.3375,90000,3.6844,1.3805,0.2112,,0.1827
210,18.5,33.8348,34.5683,138.743,3.3376,90000,2.9302,2.6245,0.2112,,0.1827
210,19,31.7648,39.6391,2.1383,3.3371,90000,2.8345,0.1293,0.2111,,0.1827
210,19.5,32.7373,36.9144,24.4128,3.3373,90000,3.3196,0.4802,0.2112,,0.1827
210,20,29.9078,43.9573,0.068,3.3367,90000,3.0884,0.1454,0.2109,,0.1827
210,20.5,30.9328,42.1597,0.1167,3.3369,90000,3.0347,-0.0766,0.211,,0.1827
210,21,28.6866,47.2747,0.0797,3.3363,90000,2.6315,0.0784,0.2107,,0.1827
210,21.5,29.2053,45.5743,0.0736,3.3365,90000,3.0048,,0.2109,,0.1827
210,22,27.8005,50.0445,0.0841,3.336,90000,2.6917,-0.0297,0.2104,,0.1827
210,22.5,27.8515,49.286,0.0801,3.3362,90000,2.4223,,0.2105,,0.1827
210,23,27.2029,52.5089,0.0918,3.3356,90000,2.9454,0.0383,0.2101,,0.1827
210,23.5,27.3929,51.8746,0.0866,3.3358,90000,2.6208,0.0389,0.2102,,0.1827
